Entity,WCC_ID,WCC_Size
https://homosaurus.org/v3/homoit0001378,1,36
https://queerlit.dh.gu.se/qlit/v1/uw18hz12,1,36
http://purl.obolibrary.org/obo/GSSO_002328,1,36
http://purl.obolibrary.org/obo/GSSO_000399,1,36
https://homosaurus.org/v3/homoit0001922,1,36
https://homosaurus.org/v3/homoit0001463,1,36
http://www.wikidata.org/entity/Q12964198,1,36
http://homosaurus.org/v2/nonBinaryPeople,1,36
http://purl.obolibrary.org/obo/GSSO_000395,1,36
http://www.wikidata.org/entity/Q189125,1,36
http://purl.obolibrary.org/obo/GSSO_001789,1,36
https://homosaurus.org/v3/homoit0001220,1,36
http://www.wikidata.org/entity/Q4135211,1,36
https://homosaurus.org/v3/homoit0001563,1,36
https://queerlit.dh.gu.se/qlit/v1/wj27lv47,1,36
http://purl.obolibrary.org/obo/GSSO_000130,1,36
http://www.wikidata.org/entity/Q10701290,1,36
http://homosaurus.org/v2/genderqueerPeople,1,36
https://homosaurus.org/v3/homoit0000582,1,36
http://purl.obolibrary.org/obo/GSSO_000402,1,36
http://id.loc.gov/authorities/subjects/sh2007003716,1,36
http://homosaurus.org/v2/queerTransgenderPeople,1,36
http://purl.obolibrary.org/obo/GSSO_000131,1,36
http://purl.obolibrary.org/obo/GSSO_000128,1,36
https://homosaurus.org/v3/homoit0001920,1,36
http://homosaurus.org/v2/transgenderPeople,1,36
http://homosaurus.org/v2/genderNonConformingPeople,1,36
https://homosaurus.org/v3/homoit0001048,1,36
https://homosaurus.org/v3/homoit0000574,1,36
http://id.loc.gov/authorities/subjects/sh2007003708,1,36
http://www.wikidata.org/entity/Q69990794,1,36
http://www.wikidata.org/entity/Q48270,1,36
http://id.loc.gov/authorities/subjects/sh2017004882,1,36
http://homosaurus.org/v2/trans,1,36
http://purl.obolibrary.org/obo/GSSO_002294,1,36
https://homosaurus.org/terms/cocaine,2,36
http://www.wikidata.org/entity/Q41576,2,36
http://www.wikidata.org/entity/Q123851592,2,36
http://purl.obolibrary.org/obo/CHEBI_6809,2,36
http://www.wikidata.org/entity/Q8386,2,36
http://homosaurus.org/v2/cocaine,2,36
http://purl.obolibrary.org/obo/CHEBI_1391,2,36
http://www.wikidata.org/entity/Q12140,2,36
http://www.wikidata.org/entity/Q191924,2,36
https://homosaurus.org/terms/drugs,2,36
http://homosaurus.org/v2/medication,2,36
https://homosaurus.org/v3/homoit0001007,2,36
http://id.loc.gov/authorities/subjects/sh89002646,2,36
http://purl.obolibrary.org/obo/GSSO_007925,2,36
https://homosaurus.org/v3/homoit0000380,2,36
https://homosaurus.org/v3/homoit0000320,2,36
http://www.wikidata.org/entity/Q69488,2,36
https://queerlit.dh.gu.se/qlit/v1/ud60wo50,2,36
https://homosaurus.org/terms/medication,2,36
http://homosaurus.org/v2/crystalMeth,2,36
http://semanticscience.org/resource/SIO_010038,2,36
https://homosaurus.org/v3/homoit0000379,2,36
http://homosaurus.org/v2/MDMA,2,36
http://homosaurus.org/v2/drugs,2,36
http://purl.obolibrary.org/obo/CHEBI_27958,2,36
https://homosaurus.org/v3/homoit0000291,2,36
https://homosaurus.org/terms/ecstasy,2,36
http://purl.obolibrary.org/obo/GSSO_007902,2,36
http://id.loc.gov/authorities/subjects/sh85027558,2,36
http://www.wikidata.org/entity/Q5308931,2,36
https://queerlit.dh.gu.se/qlit/v1/si22wr35,2,36
http://id.loc.gov/authorities/subjects/sh93003497,2,36
http://id.loc.gov/authorities/subjects/sh85084377,2,36
http://id.loc.gov/authorities/subjects/sh85039719,2,36
https://homosaurus.org/v3/homoit0000388,2,36
http://homosaurus.org/v2/drugUsers,2,36
http://homosaurus.org/v2/tearoomSex,3,35
https://homosaurus.org/v3/homoit0001142,3,35
http://www.wikidata.org/entity/Q1744361,3,35
https://homosaurus.org/v3/homoit0000308,3,35
http://www.wikidata.org/entity/Q123851751,3,35
http://purl.obolibrary.org/obo/GSSO_004267,3,35
https://queerlit.dh.gu.se/qlit/v1/ih61bm68,3,35
https://queerlit.dh.gu.se/qlit/v1/zd67eq32,3,35
http://id.loc.gov/authorities/subjects/sh85108627,3,35
https://homosaurus.org/v3/homoit0000309,3,35
https://homosaurus.org/v3/homoit0001140,3,35
http://id.loc.gov/authorities/subjects/sh94000032,3,35
https://homosaurus.org/v3/homoit0001143,3,35
http://purl.obolibrary.org/obo/GSSO_003888,3,35
http://www.wikidata.org/entity/Q813966,3,35
http://homosaurus.org/v2/tearooms,3,35
http://www.wikidata.org/entity/Q123851255,3,35
http://www.wikidata.org/entity/Q123851716,3,35
http://purl.obolibrary.org/obo/GSSO_003385,3,35
http://id.loc.gov/authorities/subjects/sh96001108,3,35
http://homosaurus.org/v2/cottaging,3,35
http://id.loc.gov/authorities/subjects/sh2008001734,3,35
https://queerlit.dh.gu.se/qlit/v1/ya24ku84,3,35
https://queerlit.dh.gu.se/qlit/v1/wu63pp88,3,35
http://homosaurus.org/v2/publicBathrooms,3,35
http://www.wikidata.org/entity/Q2576697,3,35
http://purl.obolibrary.org/obo/GSSO_005468,3,35
http://www.wikidata.org/entity/Q123851688,3,35
http://homosaurus.org/v2/publicShowers,3,35
https://homosaurus.org/v3/homoit0001358,3,35
http://homosaurus.org/v2/publicSex,3,35
http://purl.obolibrary.org/obo/GSSO_008128,3,35
https://homosaurus.org/v3/homoit0001357,3,35
http://homosaurus.org/v2/cottages,3,35
http://id.loc.gov/authorities/subjects/sh85033295,3,35
https://homosaurus.org/v3/homoit0001136,4,33
http://purl.obolibrary.org/obo/GSSO_005831,4,33
https://homosaurus.org/v3/homoit0000433,4,33
http://id.loc.gov/authorities/subjects/sh2017000417,4,33
http://homosaurus.org/v2/prostitution,4,33
http://homosaurus.org/v2/femaleProstitutes,4,33
http://www.wikidata.org/entity/Q14915751,4,33
http://homosaurus.org/v2/femaleProstitution,4,33
https://homosaurus.org/terms/femaleProstitutes,4,33
http://homosaurus.org/v2/queerProstitutes,4,33
https://queerlit.dh.gu.se/qlit/v1/gx15nx98,4,33
https://homosaurus.org/terms/sexWorkers,4,33
https://queerlit.dh.gu.se/qlit/v1/cd03gv62,4,33
http://homosaurus.org/v2/sexWorkersLGBTQ,4,33
http://id.loc.gov/authorities/subjects/sh85107622,4,33
http://purl.obolibrary.org/obo/GSSO_003475,4,33
http://purl.obolibrary.org/obo/GSSO_005833,4,33
http://www.wikidata.org/entity/Q852857,4,33
https://homosaurus.org/v3/homoit0001277,4,33
http://www.wikidata.org/entity/Q123851757,4,33
http://id.loc.gov/authorities/subjects/sh85107626,4,33
http://www.wikidata.org/entity/Q123851448,4,33
http://www.wikidata.org/entity/Q108060260,4,33
https://homosaurus.org/terms/femaleProstitution,4,33
http://purl.obolibrary.org/obo/GSSO_003466,4,33
http://purl.obolibrary.org/obo/GSSO_005834,4,33
https://queerlit.dh.gu.se/qlit/v1/zl52bq90,4,33
http://www.wikidata.org/entity/Q123851095,4,33
https://homosaurus.org/v3/homoit0000434,4,33
https://queerlit.dh.gu.se/qlit/v1/aq16rl33,4,33
http://www.wikidata.org/entity/Q36633,4,33
https://homosaurus.org/v3/homoit0001201,4,33
https://queerlit.dh.gu.se/qlit/v1/pi37cs64,4,33
http://homosaurus.org/v2/sonsOfLesbians,5,32
https://queerlit.dh.gu.se/qlit/v1/cw52kj25,5,32
https://homosaurus.org/v3/homoit0001332,5,32
https://queerlit.dh.gu.se/qlit/v1/du81jk20,5,32
http://www.wikidata.org/entity/Q108028005,5,32
https://homosaurus.org/v3/homoit0000258,5,32
http://www.wikidata.org/entity/Q123851602,5,32
https://queerlit.dh.gu.se/qlit/v1/sn54je49,5,32
https://homosaurus.org/v3/homoit0000332,5,32
http://homosaurus.org/v2/mothersOfLesbians,5,32
https://homosaurus.org/v3/homoit0000333,5,32
http://purl.obolibrary.org/obo/GSSO_007834,5,32
http://homosaurus.org/v2/childrenOfLesbians,5,32
http://purl.obolibrary.org/obo/GSSO_001961,5,32
http://id.loc.gov/authorities/subjects/sh85023551,5,32
http://homosaurus.org/v2/daughtersOfLesbians,5,32
https://homosaurus.org/v3/homoit0001331,5,32
http://homosaurus.org/v2/parentsOfLesbians,5,32
https://homosaurus.org/v3/homoit0000426,5,32
http://www.wikidata.org/entity/Q123851691,5,32
https://homosaurus.org/v3/homoit0001024,5,32
https://queerlit.dh.gu.se/qlit/v1/tn72ht69,5,32
http://homosaurus.org/v2/daughtersOfGayMen,5,32
http://www.wikidata.org/entity/Q123851137,5,32
http://homosaurus.org/v2/sonsOfGayMen,5,32
http://homosaurus.org/v2/childrenOfGayMen,5,32
https://homosaurus.org/v3/homoit0000802,5,32
http://www.wikidata.org/entity/Q123851618,5,32
https://homosaurus.org/v3/homoit0000259,5,32
http://homosaurus.org/v2/fathersOfLesbians,5,32
https://queerlit.dh.gu.se/qlit/v1/wv30pq25,5,32
http://www.wikidata.org/entity/Q123851117,5,32
https://homosaurus.org/terms/hebephilia,6,30
http://www.wikidata.org/entity/Q190845,6,30
https://queerlit.dh.gu.se/qlit/v1/oj77yj15,6,30
http://purl.obolibrary.org/obo/GSSO_002171,6,30
https://homosaurus.org/v3/homoit0000586,6,30
https://homosaurus.org/terms/ephebophilia,6,30
http://purl.obolibrary.org/obo/GSSO_002177,6,30
https://homosaurus.org/v3/homoit0000397,6,30
https://homosaurus.org/v3/homoit0000102,6,30
https://queerlit.dh.gu.se/qlit/v1/jm54md83,6,30
http://homosaurus.org/v2/fetishism,6,30
http://homosaurus.org/v2/hebephilia,6,30
https://homosaurus.org/terms/BDSM,6,30
http://homosaurus.org/v2/BDSM,6,30
http://homosaurus.org/v2/ephebophilia,6,30
http://purl.obolibrary.org/obo/GSSO_001300,6,30
http://purl.obolibrary.org/obo/GSSO_002176,6,30
https://queerlit.dh.gu.se/qlit/v1/rt03ze26,6,30
http://purl.obolibrary.org/obo/GSSO_001307,6,30
http://id.loc.gov/authorities/subjects/sh85047960,6,30
https://homosaurus.org/v3/homoit0000442,6,30
http://www.wikidata.org/entity/Q1191575,6,30
https://queerlit.dh.gu.se/qlit/v1/bv39zf39,6,30
http://www.wikidata.org/entity/Q347967,6,30
https://homosaurus.org/terms/fetishism,6,30
http://id.loc.gov/authorities/subjects/sh95000216,6,30
http://www.wikidata.org/entity/Q595012,6,30
https://homosaurus.org/v3/homoit0000615,6,30
http://homosaurus.org/v2/gerontophilia,6,30
http://www.wikidata.org/entity/Q207791,6,30
http://homosaurus.org/v2/LGBTQ,7,29
http://homosaurus.org/v2/LGBTQPeople,7,29
http://purl.obolibrary.org/obo/GSSO_001150,7,29
http://purl.obolibrary.org/obo/GSSO_005835,7,29
https://homosaurus.org/terms/LGBTI,7,29
http://homosaurus.org/v2/LGBT,7,29
https://queerlit.dh.gu.se/qlit/v1/dl13tg08,7,29
https://homosaurus.org/v3/homoit0001297,7,29
https://queerlit.dh.gu.se/qlit/v1/zq79av11,7,29
https://homosaurus.org/v3/homoit0000594,7,29
http://homosaurus.org/v2/LGBTQ+,7,29
http://homosaurus.org/v2/LGBTI,7,29
http://www.wikidata.org/entity/Q17884,7,29
http://id.loc.gov/authorities/subjects/sh2004003385,7,29
https://queerlit.dh.gu.se/qlit/v1/ot53zk29,7,29
http://www.wikidata.org/entity/Q589656,7,29
http://homosaurus.org/v2/sexualMinorities,7,29
https://homosaurus.org/terms/sexualMinorities,7,29
https://homosaurus.org/v3/homoit0000882,7,29
http://purl.obolibrary.org/obo/GSSO_000137,7,29
http://homosaurus.org/v2/LGBTQIA,7,29
http://purl.obolibrary.org/obo/GSSO_000580,7,29
http://purl.obolibrary.org/obo/GSSO_001790,7,29
https://homosaurus.org/v3/homoit0000807,7,29
https://homosaurus.org/v3/homoit0000805,7,29
https://homosaurus.org/terms/LGBT,7,29
https://homosaurus.org/v3/homoit0000915,7,29
https://homosaurus.org/v3/homoit0000806,7,29
http://purl.obolibrary.org/obo/GSSO_000586,7,29
http://www.wikidata.org/entity/Q123851343,8,29
http://purl.obolibrary.org/obo/GSSO_006601,8,29
http://homosaurus.org/v2/partyDrugs,8,29
https://homosaurus.org/v3/homoit0000290,8,29
http://homosaurus.org/v2/recreationalDrugUse,8,29
https://homosaurus.org/v3/homoit0001536,8,29
http://homosaurus.org/v2/drugAbuse,8,29
http://homosaurus.org/v2/substanceAbuse,8,29
http://purl.obolibrary.org/obo/GSSO_007704,8,29
http://www.wikidata.org/entity/Q7632070,8,29
https://homosaurus.org/terms/drugAbuse,8,29
http://id.loc.gov/authorities/subjects/sh85129539,8,29
http://id.loc.gov/authorities/subjects/sh85039675,8,29
https://homosaurus.org/v3/homoit0001235,8,29
http://purl.obolibrary.org/obo/GSSO_007838,8,29
https://homosaurus.org/v3/homoit0002226,8,29
http://www.wikidata.org/entity/Q17080819,8,29
http://purl.obolibrary.org/obo/GSSO_006891,8,29
https://queerlit.dh.gu.se/qlit/v1/ac93hi68,8,29
http://www.wikidata.org/entity/Q7708739,8,29
https://homosaurus.org/v3/homoit0000251,8,29
http://www.wikidata.org/entity/Q123851037,8,29
https://homosaurus.org/v3/homoit0000378,8,29
http://www.wikidata.org/entity/Q3184856,8,29
http://homosaurus.org/v2/crystalMethAddiction,8,29
http://homosaurus.org/v2/cocaineAddiction,8,29
https://queerlit.dh.gu.se/qlit/v1/lg15gn10,8,29
https://homosaurus.org/v3/homoit0001533,8,29
http://www.wikidata.org/entity/Q3743188,8,29
https://homosaurus.org/v3/homoit0001023,9,28
http://homosaurus.org/v2/queerParents,9,28
http://id.loc.gov/authorities/subjects/sh90005864,9,28
https://homosaurus.org/v3/homoit0000509,9,28
http://homosaurus.org/v2/parentsOfGayMen,9,28
https://queerlit.dh.gu.se/qlit/v1/mb29ll46,9,28
https://queerlit.dh.gu.se/qlit/v1/fh64du23,9,28
https://homosaurus.org/v3/homoit0000425,9,28
http://homosaurus.org/v2/mothersOfGayMen,9,28
http://www.wikidata.org/entity/Q123851249,9,28
http://purl.obolibrary.org/obo/GSSO_007832,9,28
https://queerlit.dh.gu.se/qlit/v1/tq99vz71,9,28
https://homosaurus.org/v3/homoit0001194,9,28
https://queerlit.dh.gu.se/qlit/v1/ie06xm16,9,28
http://purl.obolibrary.org/obo/GSSO_007304,9,28
https://queerlit.dh.gu.se/qlit/v1/cb60ry21,9,28
https://homosaurus.org/v3/homoit0002224,9,28
http://www.wikidata.org/entity/Q123851093,9,28
http://homosaurus.org/v2/fathersOfGayMen,9,28
http://id.loc.gov/authorities/subjects/sh2006000228,9,28
http://www.wikidata.org/entity/Q123851366,9,28
http://www.wikidata.org/entity/Q123851621,9,28
https://queerlit.dh.gu.se/qlit/v1/fk47ml54,9,28
http://www.wikidata.org/entity/Q123851177,9,28
http://homosaurus.org/v2/parentsLGBTQ,9,28
https://homosaurus.org/v3/homoit0001075,9,28
http://www.wikidata.org/entity/Q123851175,9,28
http://purl.obolibrary.org/obo/GSSO_007835,9,28
http://homosaurus.org/v2/lesbianCommunity,10,26
http://www.wikidata.org/entity/Q51393,10,26
http://id.loc.gov/authorities/subjects/sh95005870,10,26
https://homosaurus.org/v3/homoit0000733,10,26
https://homosaurus.org/v3/homoit0001170,10,26
http://purl.obolibrary.org/obo/GSSO_000235,10,26
https://homosaurus.org/v3/homoit0000297,10,26
https://queerlit.dh.gu.se/qlit/v1/km65mk87,10,26
http://homosaurus.org/v2/gayCommunity,10,26
http://id.loc.gov/authorities/subjects/sh91003435,10,26
http://homosaurus.org/v2/queerCommunity,10,26
https://queerlit.dh.gu.se/qlit/v1/or20zr13,10,26
http://www.wikidata.org/entity/Q123851322,10,26
http://purl.obolibrary.org/obo/GSSO_000234,10,26
http://www.wikidata.org/entity/Q123851199,10,26
http://www.wikidata.org/entity/Q123851433,10,26
https://homosaurus.org/terms/LGBTICommunity,10,26
https://queerlit.dh.gu.se/qlit/v1/pn94ds23,10,26
http://purl.obolibrary.org/obo/GSSO_000233,10,26
https://queerlit.dh.gu.se/qlit/v1/gg32ga60,10,26
http://id.loc.gov/authorities/subjects/sh2014000538,10,26
http://www.wikidata.org/entity/Q123851462,10,26
http://homosaurus.org/v2/communitiesLGBTQ,10,26
https://homosaurus.org/terms/lesbianCommunity,10,26
https://homosaurus.org/v3/homoit0000485,10,26
http://purl.obolibrary.org/obo/GSSO_001153,10,26
http://homosaurus.org/v2/females,11,26
http://www.wikidata.org/entity/Q3031,11,26
http://homosaurus.org/v2/women,11,26
http://id.loc.gov/authorities/subjects/sh85055012,11,26
http://purl.obolibrary.org/obo/GSSO_001180,11,26
http://id.loc.gov/authorities/subjects/sh2002006249,11,26
http://homosaurus.org/v2/girls,11,26
http://id.loc.gov/authorities/subjects/sh85147274,11,26
https://homosaurus.org/terms/women,11,26
http://homosaurus.org/v2/wimmin,11,26
http://id.loc.gov/authorities/subjects/sh85047734,11,26
https://queerlit.dh.gu.se/qlit/v1/nf67vq64,11,26
https://homosaurus.org/v3/homoit0000435,11,26
http://www.wikidata.org/entity/Q6581072,11,26
http://www.wikidata.org/entity/Q467,11,26
http://www.wikidata.org/entity/Q8023556,11,26
http://homosaurus.org/v2/womyn,11,26
https://homosaurus.org/v3/homoit0001516,11,26
http://www.wikidata.org/entity/Q123851337,11,26
https://homosaurus.org/v3/homoit0001505,11,26
https://queerlit.dh.gu.se/qlit/v1/la83kc00,11,26
https://homosaurus.org/v3/homoit0001509,11,26
http://purl.obolibrary.org/obo/GSSO_000369,11,26
https://homosaurus.org/v3/homoit0000590,11,26
http://www.wikidata.org/entity/Q3569775,11,26
http://purl.obolibrary.org/obo/GSSO_007416,11,26
https://homosaurus.org/v3/homoit0001026,12,24
http://www.wikidata.org/entity/Q123851468,12,24
http://purl.obolibrary.org/obo/GSSO_002236,12,24
https://homosaurus.org/v3/homoit0000510,12,24
http://homosaurus.org/v2/lesbianMovement,12,24
http://www.wikidata.org/entity/Q123851313,12,24
https://homosaurus.org/v3/homoit0000753,12,24
http://www.wikidata.org/entity/Q123851333,12,24
http://www.wikidata.org/entity/Q15695258,12,24
http://www.wikidata.org/entity/Q4612907,12,24
http://homosaurus.org/v2/movementLGBTQ,12,24
https://queerlit.dh.gu.se/qlit/v1/kx75fv19,12,24
https://queerlit.dh.gu.se/qlit/v1/ka97vc34,12,24
http://www.wikidata.org/entity/Q123851673,12,24
http://www.wikidata.org/entity/Q109482902,12,24
https://queerlit.dh.gu.se/qlit/v1/wb09iv23,12,24
http://www.wikidata.org/entity/Q11076311,12,24
http://id.loc.gov/authorities/subjects/sh85053580,12,24
https://queerlit.dh.gu.se/qlit/v1/pq80mi93,12,24
http://homosaurus.org/v2/gayLiberation,12,24
https://homosaurus.org/v3/homoit0000500,12,24
http://purl.obolibrary.org/obo/GSSO_002234,12,24
http://homosaurus.org/v2/gayMovement,12,24
https://homosaurus.org/terms/LGBTIMovement,12,24
http://homosaurus.org/v2/transvestites,13,24
http://purl.obolibrary.org/obo/GSSO_001362,13,24
https://homosaurus.org/terms/crossdressers,13,24
http://homosaurus.org/v2/crossdressing,13,24
http://homosaurus.org/v2/crossdressers,13,24
https://homosaurus.org/v3/homoit0001470,13,24
http://purl.obolibrary.org/obo/GSSO_001333,13,24
http://homosaurus.org/v2/transvestism,13,24
https://queerlit.dh.gu.se/qlit/v1/hb81xa89,13,24
https://homosaurus.org/v3/homoit0000318,13,24
http://www.wikidata.org/entity/Q486680,13,24
https://homosaurus.org/v3/homoit0001469,13,24
http://id.loc.gov/authorities/subjects/sh85137104,13,24
http://purl.obolibrary.org/obo/GSSO_005757,13,24
http://www.wikidata.org/entity/Q10384150,13,24
https://queerlit.dh.gu.se/qlit/v1/ik01oq26,13,24
http://www.wikidata.org/entity/Q123851261,13,24
http://www.wikidata.org/entity/Q431604,13,24
http://purl.obolibrary.org/obo/GSSO_005770,13,24
https://homosaurus.org/terms/crossdressing,13,24
https://homosaurus.org/v3/homoit0000316,13,24
http://id.loc.gov/authorities/subjects/sh89002495,13,24
http://purl.obolibrary.org/obo/GSSO_001283,13,24
https://queerlit.dh.gu.se/qlit/v1/ds64zm22,13,24
http://www.wikidata.org/entity/Q4351879,14,23
http://homosaurus.org/v2/adultChildrenOfAlcoholics,14,23
https://homosaurus.org/v3/homoit0001527,14,23
http://www.wikidata.org/entity/Q4681118,14,23
https://homosaurus.org/v3/homoit0001529,14,23
http://www.wikidata.org/entity/Q18231,14,23
http://www.wikidata.org/entity/Q5191289,14,23
https://homosaurus.org/v3/homoit0001551,14,23
http://homosaurus.org/v2/narcoticsAnonymous,14,23
http://homosaurus.org/v2/LGBTQRecoveryGroups,14,23
https://homosaurus.org/v3/homoit0001537,14,23
http://homosaurus.org/v2/al-Anon,14,23
https://homosaurus.org/v3/homoit0001525,14,23
http://www.wikidata.org/entity/Q4353225,14,23
http://www.wikidata.org/entity/Q425084,14,23
http://homosaurus.org/v2/recoveryGroups,14,23
http://homosaurus.org/v2/cocaineAnonymous,14,23
http://homosaurus.org/v2/crystalMethAnonymous,14,23
http://homosaurus.org/v2/alcoholicsAnonymous,14,23
http://www.wikidata.org/entity/Q1502731,14,23
https://homosaurus.org/v3/homoit0001557,14,23
https://homosaurus.org/v3/homoit0001534,14,23
https://homosaurus.org/v3/homoit0001526,14,23
http://purl.obolibrary.org/obo/GSSO_001766,15,22
https://homosaurus.org/terms/fellatio,15,22
http://www.wikidata.org/entity/Q8402,15,22
https://homosaurus.org/terms/oralSex,15,22
http://homosaurus.org/v2/cunnilingus,15,22
http://homosaurus.org/v2/oralSex,15,22
https://queerlit.dh.gu.se/qlit/v1/nc08jl70,15,22
https://homosaurus.org/terms/cunnilingus,15,22
http://purl.obolibrary.org/obo/GSSO_000763,15,22
http://purl.obolibrary.org/obo/GSSO_000771,15,22
http://www.wikidata.org/entity/Q2349,15,22
https://queerlit.dh.gu.se/qlit/v1/eh73kd00,15,22
http://id.loc.gov/authorities/subjects/sh85095239,15,22
http://www.wikidata.org/entity/Q2122,15,22
https://queerlit.dh.gu.se/qlit/v1/tb22yb92,15,22
https://homosaurus.org/v3/homoit0000239,15,22
http://homosaurus.org/v2/fellatio,15,22
http://purl.obolibrary.org/obo/GSSO_000813,15,22
https://homosaurus.org/v3/homoit0002578,15,22
https://homosaurus.org/v3/homoit0000212,15,22
https://homosaurus.org/v3/homoit0000593,15,22
http://www.wikidata.org/entity/Q8401,15,22
https://homosaurus.org/v3/homoit0000683,16,22
http://homosaurus.org/v2/orgasm,16,22
https://queerlit.dh.gu.se/qlit/v1/yz49jc80,16,22
http://homosaurus.org/v2/cum,16,22
http://id.loc.gov/authorities/subjects/sh88007627,16,22
http://www.wikidata.org/entity/Q5887,16,22
http://homosaurus.org/v2/jizz,16,22
http://homosaurus.org/v2/sexualClimax,16,22
https://homosaurus.org/terms/orgasm,16,22
http://id.loc.gov/authorities/subjects/sh85095594,16,22
https://homosaurus.org/v3/homoit0001288,16,22
http://purl.obolibrary.org/obo/GSSO_001943,16,22
http://id.loc.gov/authorities/subjects/sh88007981,16,22
https://homosaurus.org/v3/homoit0001062,16,22
http://purl.obolibrary.org/obo/GO_0042713,16,22
http://id.loc.gov/authorities/subjects/sh85095593,16,22
https://homosaurus.org/v3/homoit0000323,16,22
http://purl.obolibrary.org/obo/GSSO_005319,16,22
http://id.loc.gov/authorities/subjects/sh85119883,16,22
http://purl.obolibrary.org/obo/UBERON_0001968,16,22
http://www.wikidata.org/entity/Q14820885,16,22
http://www.wikidata.org/entity/Q9715,16,22
http://purl.obolibrary.org/obo/GSSO_000779,17,22
https://homosaurus.org/v3/homoit0000083,17,22
https://queerlit.dh.gu.se/qlit/v1/fx15uy00,17,22
https://homosaurus.org/v3/homoit0001500,17,22
http://www.wikidata.org/entity/Q1480864,17,22
https://queerlit.dh.gu.se/qlit/v1/es43bw29,17,22
http://homosaurus.org/v2/masturbation,17,22
http://homosaurus.org/v2/autoeroticism,17,22
http://purl.obolibrary.org/obo/GSSO_001389,17,22
https://homosaurus.org/v3/homoit0000681,17,22
http://homosaurus.org/v2/jerkingOff,17,22
http://www.wikidata.org/entity/Q123851188,17,22
http://www.wikidata.org/entity/Q782623,17,22
http://id.loc.gov/authorities/subjects/sh85082015,17,22
https://homosaurus.org/terms/masturbation,17,22
http://purl.obolibrary.org/obo/GSSO_004027,17,22
http://homosaurus.org/v2/wackingOff,17,22
https://homosaurus.org/v3/homoit0001498,17,22
https://homosaurus.org/terms/wanking,17,22
http://www.wikidata.org/entity/Q8396,17,22
http://homosaurus.org/v2/wanking,17,22
https://homosaurus.org/v3/homoit0001000,17,22
https://queerlit.dh.gu.se/qlit/v1/kb69pe59,18,21
http://homosaurus.org/v2/womensMovement,18,21
http://id.loc.gov/authorities/subjects/sh85047761,18,21
http://www.wikidata.org/entity/Q15580856,18,21
http://id.loc.gov/authorities/subjects/sh85047741,18,21
http://homosaurus.org/v2/feminism,18,21
http://www.wikidata.org/entity/Q7252,18,21
https://homosaurus.org/terms/feminism,18,21
http://www.wikidata.org/entity/Q123851714,18,21
https://homosaurus.org/terms/feminists,18,21
https://queerlit.dh.gu.se/qlit/v1/qc44ku86,18,21
https://homosaurus.org/v3/homoit0000438,18,21
http://purl.obolibrary.org/obo/GSSO_001189,18,21
https://homosaurus.org/terms/womensMovement,18,21
https://homosaurus.org/v3/homoit0000439,18,21
http://homosaurus.org/v2/feminists,18,21
https://queerlit.dh.gu.se/qlit/v1/xy93px60,18,21
https://homosaurus.org/v3/homoit0000437,18,21
http://www.wikidata.org/entity/Q34074720,18,21
